SRR15058638 SRR15058641 SRR15058644 SRR15058645 SRR15058646 SRR15058649 SRR15058619 SRR15058622 SRR15058623 SRR15058624 SRR15058625 SRR15058626 SRR15058627 SRR15058629 SRR15058634 SRR15058636
RNU6.918P 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124902225 84 71 32 10 88 107 23 21 33 16 17 7 14 15 5 10
ANP32B 826 497 418 6652 754 507 4085 2876 3867 3485 3875 2572 3026 2901 1916 1884
LOC124902226 22 22 5 2 37 21 6 4 6 6 5 1 1 4 1 4
HEMGN 139 234 122 1848 522 106 232 147 90 98 83 87 98 60 58 54
TRMO 764 430 212 785 373 444 1106 966 1092 1293 997 788 960 1006 547 515
FOXE1 32 4 0 1 4 4 2 2 2 7 2 10 2 1 2 1
PTCSC2 3 1 0 2 0 2 2 3 0 0 0 0 2 2 0 1
KRT18P13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
XPA 272 170 41 465 281 257 507 551 516 566 365 428 514 375 227 208
NCBP1 1173 625 153 1219 1074 722 1613 1534 1502 1627 1242 1187 1313 1249 720 627
TSTD2 186 131 81 264 126 191 329 357 376 348 196 289 369 235 187 193
LOC105376168 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TMOD1 11 19 8 68 125 16 30 30 17 14 25 10 7 3 17 39
TDRD7 474 493 1132 400 569 493 509 526 500 565 653 391 442 495 298 308
LOC286359 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MIR1302.8 0 1 1 0 1 2 4 1 0 0 0 0 1 0 0 1
CCDC180 12 4 7 3 19 12 12 16 19 10 4 13 10 11 15 6
STRA6LP 65 15 13 9 15 85 61 78 68 50 42 48 54 26 33 40
SUGT1P4.STRA6LP 24 8 1 1 20 31 42 24 51 28 25 29 34 13 15 13
SUGT1P4.STRA6LP.CCDC180 0 0 0 0 0 1 0 1 1 1 0 1 1 0 1 0
SUGT1P4 16 7 2 4 16 26 1 11 11 2 3 5 3 2 0 1
VN1R52P 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
LOC124902224 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0
LOC107987025 1 1 2 0 0 3 1 1 1 1 0 0 2 0 0 0
ZNF322P1 3 0 1 5 7 5 5 21 5 7 13 8 3 1 1 0
RNU6.798P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ANKRD18CP 0 7 3 1 2 9 21 14 17 13 15 6 8 0 2 4
LOC112268050 6 5 4 2 1 31 23 23 23 18 8 21 15 9 2 5
LOC105376166 2 0 2 1 3 7 10 4 8 7 5 3 2 0 0 0
LOC124902222 3 0 1 3 1 18 8 4 5 3 1 6 4 2 2 3
LOC124902223 0 1 0 0 0 1 2 5 4 2 3 2 2 0 0 0
VN1R51P 0 0 0 0 0 0 0 2 0 0 0 0 1 0 1 0
LOC107987104 0 0 0 1 0 0 4 2 7 1 2 2 1 1 0 0
GAS2L1P2 0 0 0 0 0 0 3 1 1 0 0 0 0 0 0 1
TCEA1P1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CTSV 0 0 4 2 0 0 1 1 1 1 1 1 0 3 0 1
YRDCP2 65 52 19 4 34 71 18 24 19 35 24 9 12 12 16 10
MFSD14C 229 168 152 194 191 228 311 259 256 268 301 149 202 179 216 139
NUTM2G 277 122 75 41 108 317 90 37 82 45 42 37 60 56 32 44
LOC107987024 18 5 9 3 7 11 10 1 8 4 5 6 6 4 0 3
PTMAP11 40 15 12 8 31 38 39 25 49 23 26 25 23 17 7 10
LOC100132781 8 3 4 3 12 19 3 4 4 3 0 1 2 0 1 3
ZNF782 250 128 97 74 161 273 199 159 187 180 132 107 107 89 64 58
ZNF510 225 108 59 369 125 231 248 292 307 296 185 181 221 170 96 114
LOC441455 2 5 5 4 4 5 8 9 2 3 1 6 4 8 3 3
PRXL2C 139 114 128 320 219 118 351 331 272 305 309 324 347 265 199 163
LOC105376163 2 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0
CDC14B 446 476 212 659 590 172 644 506 496 443 354 186 251 213 210 152
HABP4 280 66 47 2894 62 156 439 311 270 289 184 213 319 357 181 228
NSA2P7 2 0 0 14 3 7 7 14 9 12 10 4 6 9 10 1
ZNF367 162 74 53 313 142 95 235 172 198 228 188 118 175 170 114 109
SLC35D2 227 144 227 489 218 163 505 466 486 470 434 319 392 298 291 291
RNU6.1160P 0 0 0 1 0 0 1 0 3 1 0 1 0 0 0 0
HSD17B3.AS1 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0
HSD17B3 30 4 20 91 15 9 58 11 47 52 15 27 41 45 39 38
LOC107987033 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
EIF4BP3 46 22 23 139 32 45 172 174 192 188 130 81 119 68 63 74
LOC112268039 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC158434 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC158435 0 3 1 4 4 8 1 1 0 2 1 0 0 0 0 1
LOC105376159 4 5 23 4 3 10 7 11 7 3 4 8 3 2 6 1
LINC00092 7 4 21 10 3 16 19 29 26 27 16 18 26 11 18 16
PARK7P2 9 3 2 4 4 8 0 2 1 4 1 0 0 2 0 0
RNA5SP289 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
ERCC6L2 591 360 145 625 562 711 1011 789 979 903 651 589 733 548 333 341
RNU2.46P 0 2 0 2 3 1 1 3 6 1 2 0 1 1 0 0
LOC124902221 11 3 0 4 4 8 3 3 13 13 2 0 3 2 5 1
LOC107987103 2 3 1 0 0 1 0 0 0 0 0 0 0 0 0 0
ERCC6L2.AS1 208 69 55 268 59 69 162 314 371 246 293 183 273 151 144 116
LOC105376161 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
PSMA7P1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105376158 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105376157 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC100507346 9 4 2 3 8 15 21 26 16 21 15 19 15 20 11 13
PTCH1 266 53 355 262 72 472 607 945 730 689 281 474 568 364 368 326
MT1P1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105376156 3 0 0 0 0 2 1 2 3 1 0 0 1 4 1 0
LOC105376155 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC643342 3 4 1 3 4 6 0 3 4 5 3 6 5 0 0 4
LOC124902339 0 0 0 0 0 0 0 2 0 1 0 0 1 0 0 0
RNA5SP288 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0
RPS26P37 4 1 0 0 0 7 2 2 1 2 1 4 1 0 2 2
LOC107987102 6 4 4 2 12 11 20 8 14 11 8 14 20 11 6 5
FANCC 99 64 57 100 63 112 147 120 127 116 111 94 134 114 86 81
MIR24.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MIR3074 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MIR27B 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1
MIR23B 1 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0
MIR6081 1 0 1 0 1 3 0 0 0 0 0 0 0 0 0 0
LOC101928119 17 16 4 0 5 37 5 1 5 0 0 4 2 1 2 1
MIR2278 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124902220 0 1 0 0 1 1 0 0 0 0 2 0 0 0 0 0
AOPEP 820 588 190 124 807 1129 192 167 188 207 158 103 94 92 90 64
LOC107987101 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124902219 2 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0
FBP1 627 459 186 1323 545 279 552 381 426 555 624 246 444 286 608 600
FBP2 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0
PCAT7 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0
LOC124902218 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
RNU6.669P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC100421692 1 1 1 2 1 1 0 0 0 1 2 1 2 1 1 0
LOC107987100 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0
YRDCP1 45 45 19 0 36 69 0 3 5 8 8 1 2 0 4 2
MFSD14B 666 517 1939 623 785 783 776 980 1010 1203 988 447 724 428 204 206
PTMAP12 15 4 3 6 11 8 20 3 20 11 6 12 13 16 5 5
LOC107987023 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
LOC100132077 17 14 74 8 25 48 36 3 36 10 10 23 39 21 7 19
LOC124902217 6 13 12 28 7 18 33 0 30 1 0 29 33 29 0 28
NUTM2F 21 4 7 2 4 39 10 1 16 0 1 9 10 6 0 24
LOC105376154 22 10 23 18 3 24 30 21 39 19 9 28 28 19 9 25
VDAC1P11 34 30 4 9 43 48 29 22 31 22 15 8 18 8 5 6
ZNF169 189 101 63 126 129 181 172 156 203 218 130 132 173 125 85 93
LOC124902332 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0
LOC124902342 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MIRLET7D 7 2 3 30 5 4 21 21 17 26 27 24 26 34 12 11
LINC02603 57 54 55 86 60 83 135 67 90 110 94 88 123 141 50 61
MIRLET7F1 2 2 2 1 8 4 0 2 4 4 3 0 0 0 0 0
MIRLET7A1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MIRLET7A1HG 51 20 57 149 17 53 21 19 20 19 23 9 6 20 23 13
LOC107987099 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0
CYCSP24 4 5 0 0 3 0 2 8 1 3 1 2 0 0 2 1
PTPDC1 37 34 11 37 16 68 105 79 98 89 56 71 90 50 36 50
BARX1.DT 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124902216 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
BARX1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
LOC101928014 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MIR4291 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124902215 147 79 87 92 64 137 212 194 263 254 196 165 188 209 169 173
MIR548AU 4 2 0 0 4 0 1 0 0 0 0 0 0 0 0 0
PHF2 1016 456 1144 1283 475 1188 1732 1740 1805 2052 1767 1373 1601 1619 1132 1027
LOC100419516 54 29 5 0 39 47 5 7 6 2 9 4 5 7 3 3
FAM120A 2812 1780 2714 1967 2269 2856 4684 4546 5226 5142 4967 3333 3903 3647 2551 2463
FAM120AOS 511 282 631 913 447 499 942 882 867 922 883 647 789 848 581 481
LOC107987097 30 37 40 341 30 57 150 112 130 253 128 69 108 77 116 66
RNU6.829P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
C9orf129 5 7 5 0 3 10 3 6 7 3 0 6 5 2 11 5
LOC124902214 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
WNK2 9 8 7 2 1 8 7 0 7 9 3 1 3 3 4 5
LOC124902213 0 0 9 0 0 0 0 0 0 2 0 0 0 3 0 1
LOC124902212 128 135 1337 47 139 209 96 105 71 206 238 180 140 1431 496 367
NINJ1 1943 1759 7015 5063 800 1289 2166 1753 1587 3381 3300 2309 2927 9590 7209 6918
CARD19 1387 1140 973 2769 940 855 1680 1310 1145 1891 1743 1023 1818 1822 2895 2318
LOC101927993 2 2 61 12 2 4 3 2 0 4 3 3 2 3 2 4
SUSD3 355 173 225 1107 109 433 480 266 401 400 301 236 334 375 356 299
LOC101927954 403 272 259 45 224 337 117 117 114 113 135 69 66 164 141 113
FGD3 2369 1446 6994 2149 711 2759 2759 2479 3367 2961 2984 2493 2189 3559 2715 2470
ALOX15P2 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 2
SNX18P2 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0
LOC642943 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1
ZNF484 410 283 64 401 290 302 496 495 554 469 339 266 313 333 195 181
LOC100419515 25 19 6 56 38 15 73 74 98 61 35 47 68 43 18 14
EEF1DP2 0 0 0 0 0 0 0 1 2 1 0 0 0 0 0 0
RNU6.714P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ANKRD19P 18 13 6 76 12 22 19 29 41 28 18 16 24 15 17 8
LOC124902211 0 1 3 2 0 0 1 1 1 0 0 0 1 0 1 2
LOC101929748 1 0 0 4 0 0 1 2 2 0 0 5 1 1 2 3
BICD2 1257 787 1652 1244 643 1749 2539 1788 2090 2220 2151 1328 1735 1658 2069 1627
RPL21P86 4 5 3 0 4 5 1 0 2 0 0 1 0 1 0 1
LOC107987095 11 5 41 2 2 31 10 7 12 11 11 6 8 4 4 5
LOC112268048 4 1 0 2 0 0 0 2 2 0 0 1 0 1 3 1
LOC124902345 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LINC00475 0 0 0 0 5 0 0 0 0 3 0 1 0 1 0 0
LOC100128076 0 2 1 0 0 1 1 1 1 0 1 0 1 0 0 0
MTND4P15 26 22 4 22 25 15 60 55 67 66 57 48 69 52 18 12
MTND4LP7 3 0 0 4 1 1 13 8 13 7 7 5 9 16 8 3
MTND3P23 7 7 0 13 17 6 22 27 30 27 17 9 19 15 6 6
MTCO3P29 48 9 6 24 30 41 42 57 56 57 41 42 60 43 23 16
MTATP6P29 1 0 0 0 0 0 1 0 1 2 3 3 2 1 0 0
LOC100420896 66 32 18 5 22 67 3 6 8 4 3 0 2 3 1 2
SPTLC1 845 550 290 1305 781 560 1306 1314 1484 1340 1339 892 1130 1083 664 586
HSPE1P22 2 0 0 0 3 0 0 0 0 0 1 0 0 0 0 0
RPL21P82 0 1 0 0 0 1 0 0 1 1 1 0 1 0 0 2
LOC107987094 1 0 0 1 2 0 4 5 3 1 7 4 1 0 0 1
LOC105376148 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124902210 41 3 0 0 0 2 2 0 2 0 0 0 0 1 0 1
ROR2 102 16 3 30 5 18 9 6 37 4 1 1 18 10 36 20
MIR3910.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MIR3910.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
PAICSP2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105376146 0 1 125 1 4 0 1 4 1 0 2 0 3 15 13 2
LOC124902209 5 9 78 1 6 12 2 0 2 1 4 4 1 27 17 9
NFIL3 367 408 3416 742 838 340 873 949 1458 1504 2697 1755 1148 3532 1827 1844
AUH 600 322 183 426 516 737 1251 1132 1344 1211 915 830 955 649 451 451
LOC124902208 26 19 598 9 28 8 17 3 7 8 10 12 6 15 10 17
LINC00484 1 1 0 0 0 2 0 0 0 0 0 2 0 0 0 0
LINC02937 58 29 132 37 69 199 216 212 398 265 140 270 216 139 119 151
LOC100129316 2 3 16 1 3 31 18 16 43 26 8 18 31 4 19 13
LINC02957 0 0 2 0 0 0 5 6 7 4 4 2 7 1 0 0
LOC105376143 0 0 2 0 0 0 0 3 0 0 1 0 0 0 0 0
LOC105379829 3 5 2 17 3 8 21 35 52 27 28 48 42 18 21 22
SYK 3259 2748 2335 1168 3984 3530 3310 3209 4082 4624 4222 1954 3135 2656 2233 2291
OR7E108P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
OR7E109P 0 0 0 5 1 0 1 2 4 2 0 0 0 0 0 0
DIRAS2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LINC01501 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LINC01508 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
OR7E116P 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
OR7E31P 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1
LOC105376142 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
IL6RP1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MIR4290 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MIR4290HG 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC101927847 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC101927823 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC107987032 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105376140 0 1 3 0 1 0 1 0 0 0 0 0 0 0 1 0
LOC100129066 0 0 12 5 5 0 0 0 0 1 0 0 0 0 0 0
GADD45G 18 22 115 151 6 7 28 22 28 32 41 23 15 275 296 331
LOC105376139 5 0 2 0 0 0 1 4 0 4 2 1 0 2 1 0
LOC124902207 5 7 25 2 1 9 25 6 20 13 20 7 18 7 10 18
LOC105376137 5 3 3 2 8 3 5 3 8 4 7 2 4 1 2 0
LOC124902324 91 39 38 24 50 131 50 30 63 48 46 52 32 47 20 29
PA2G4P6 388 172 234 31 309 331 68 45 80 68 61 23 21 44 15 16
SEMA4D 8649 4065 13444 4830 4095 9368 7921 6837 8829 7990 8006 6731 6915 8753 4741 5133
SECISBP2 1852 1003 679 3593 1282 1549 3160 2480 2783 2741 2354 2122 2596 2617 1592 1502
MIR3153 1 0 3 0 1 2 0 0 0 1 1 3 1 6 1 1
CKS2 15 7 64 64 9 9 46 23 144 16 60 20 23 55 121 92
LOC105376136 16 8 135 51 7 31 68 38 62 50 46 44 43 63 56 58
LOC124902206 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SHC3 4 4 5 6 4 2 4 4 4 11 5 5 4 5 3 4
S1PR3 285 426 721 31 605 220 155 136 244 280 203 192 198 685 1017 480
PCNPP2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124902205 0 1 58 0 0 1 1 0 0 0 0 0 1 0 2 2
RPL21P85 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
HNRNPA1P14 38 33 4 6 31 41 4 7 9 5 7 0 2 1 4 3
SPIN1 391 247 112 962 419 295 798 756 724 803 584 420 604 468 278 250
LOC124902204 30 15 15 9 6 36 15 14 20 16 15 13 8 9 17 10
LOC124902359 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RPSAP49 0 0 0 2 0 0 1 0 0 1 0 0 0 0 0 0
LOC100129202 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SPATA31C2 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0
LOC124902203 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124902202 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LINC03026 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124902201 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RPS10P3 3 2 8 52 1 3 39 16 20 20 24 13 21 20 37 25
RNU6.86P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105376131 1 0 2 1 0 1 1 0 6 0 0 1 1 3 2 1
LOC124902200 2 1 0 3 0 0 1 1 0 2 0 3 0 0 0 1
CDK20 36 11 15 28 14 16 38 23 45 31 33 31 20 40 16 26
LOC122394732 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC645937 1 2 1 4 0 1 0 2 0 1 1 0 2 2 4 5
SPATA31C1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1
SPATA31E1 0 0 0 0 0 1 0 0 0 0 3 0 0 0 0 0
LOC124902199 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC497256 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0
LOC107987091 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
LOC392364 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
NPAP1P5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CTSLP8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC112267903 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
FBP2P1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
NPAP1P7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ELF2P3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC100420576 0 0 0 1 0 0 0 1 0 0 2 0 0 0 0 0
CTSL3P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124902198 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC649166 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CTSL 637 856 324 1323 1093 151 250 275 316 429 388 150 312 148 124 302
DAPK1.IT1 24 8 4 0 29 7 1 1 0 0 0 0 0 1 0 0
RPS29P18 33 31 1 163 24 9 52 31 53 36 27 40 46 45 52 53
DAPK1 878 761 730 275 544 1307 1215 1150 1841 1486 1458 680 1198 1212 1261 972
LOC112268032 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105376127 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124900285 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105376126 0 0 0 0 0 5 2 1 5 6 0 1 3 2 0 1
LINC02872 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0
LOC124902197 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
NFYCP2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1
LOC124902196 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CDC20P1 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0
LINC02893 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
GAS1RR 0 0 0 1 0 0 4 1 0 2 1 3 4 0 0 7
GAS1 0 3 6 0 0 11 12 8 19 9 3 9 14 8 6 4
LOC124902195 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LINC02834 0 0 0 0 2 0 0 0 1 0 0 0 1 1 1 1
LOC105376123 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
RNU2.36P 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC102724080 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
RPS6P13 0 0 0 1 0 0 2 0 1 1 2 0 2 0 1 1
TUT7 3032 2042 1367 1901 4200 2108 3397 4453 4893 4991 7751 4183 3663 5568 2060 2160
LOC124902194 85 31 82 16 28 86 43 56 54 57 45 15 26 49 33 32
ISCA1 407 248 238 1053 582 244 904 875 1018 939 785 859 959 850 411 418
RN7SKP264 3 0 1 0 0 0 1 0 0 0 0 0 0 0 0 2
C9orf153 9 0 1 4 3 0 4 0 4 1 1 1 3 0 1 1
LOC100287212 1 0 1 0 0 0 0 1 1 0 0 0 0 0 0 1
LOC101927623 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
GOLM1 279 150 199 308 349 159 790 1009 1148 807 647 412 1123 317 323 309
NAA35 422 216 64 628 352 431 1010 796 892 924 667 592 723 548 351 331
LOC100130049 1 1 0 0 0 0 1 0 1 0 0 1 0 0 0 0
PHB1P7 3 2 0 0 0 5 2 1 0 3 2 1 0 0 0 1
LOC389765 48 29 36 41 30 43 132 126 136 120 98 79 113 97 46 44
LOC100419824 52 47 32 4 12 30 29 43 30 20 35 17 11 25 19 11
AGTPBP1 2727 1915 1082 2056 2688 2309 3979 4352 4198 4380 4964 3299 3206 3696 2162 2009
LOC101927603 2 2 20 15 3 10 11 13 17 15 24 9 17 25 11 10
STK33P1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105376121 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC107987089 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124902322 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105376119 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
UBE2V1P10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC107987088 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105376118 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124902193 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
NTRK2 1 0 0 2 10 1 4 7 1 2 0 2 1 1 0 1
LOC124902192 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0
LOC102724036 0 0 0 0 0 0 1 0 1 0 0 4 0 1 3 0
LOC105376116 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
SLC28A3 8 1 4 9 8 12 16 25 54 15 151 17 19 17 28 38
HMGN2P33 0 0 0 0 0 0 2 0 0 0 0 0 0 1 1 0
LOC101927575 0 0 0 0 0 0 0 0 2 1 1 0 0 0 0 0
RMI1 55 26 52 54 43 71 110 106 126 130 129 68 105 70 51 37
MIR7.1 62 28 19 96 44 34 104 117 115 130 149 93 92 102 64 57
HNRNPK 4593 3052 3326 10846 4352 4247 12218 11344 13232 13418 13024 9879 10588 12529 6718 6354
C9orf64 21 13 106 7 22 52 15 25 39 13 21 15 15 15 13 5
LOC105376335 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124900638 0 0 0 0 0 0 1 0 2 2 0 0 1 0 0 0
KIF27 106 35 63 95 93 67 299 266 381 346 376 350 254 356 123 137
LOC101927552 1 0 0 1 1 2 4 1 1 4 1 2 0 2 1 2
GKAP1 22 16 33 97 21 18 114 120 152 116 111 119 119 119 36 58
LOC124902191 1 0 0 1 0 5 10 12 12 13 6 7 8 9 2 3
UBQLN1.AS1 7 0 30 15 1 5 15 17 6 14 11 17 7 12 13 4
UBQLN1 1909 1277 1119 3278 1794 1613 3378 3110 3319 3700 3393 2711 3411 4007 2442 2126
IDNK 138 79 86 148 80 179 363 244 380 281 168 178 258 160 139 241
RNU4.15P 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124902346 5 1 0 0 0 1 0 0 3 0 0 0 0 0 0 0
RNU4.29P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124902190 32 35 20 11 43 26 11 14 10 17 14 1 9 5 13 3
FRMD3 586 519 358 281 994 206 269 228 176 199 276 202 203 124 145 140
FRMD3.AS1 7 9 1 1 3 3 2 0 1 4 1 0 2 2 3 0
RN7SKP242 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RASEF 1 0 0 1 0 0 0 1 0 0 0 0 0 0 2 0
LOC124902189 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RPS6P12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124902188 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
LOC105376110 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC107987087 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC107987086 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC442427 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
NPAP1P8 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
MTCO3P40 0 0 0 1 0 0 0 1 0 7 2 5 1 0 0 0
LOC112268046 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RPS2P34 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
DDX10P2 0 0 0 0 0 0 1 1 3 1 0 0 1 1 0 0
SPATA31B1P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SPATA31D1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105376107 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
SPATA31D2P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
